q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41
46834674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impressed overall; needs better guidance for pets and parts of battle system
46834556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Story feels childish and uninteresting; dropped immediately despite pretty visuals
46834333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unclear positioning as a GBF-like; too many filler tasks; questions need for separate standard vs limited pools; performance issues (stutter/black screen/crash); large boss art blurry
46834215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portrait joystick position/sensitivity bad; large but under-interactive maps; low-quality tutorial videos; frequent crashes (shop, gacha 10-pull)"
46834055,True,"Religious themes (gods, god-sword chosen hero, creation myths)","Auto-battle unlocks early; team includes characters, main weapon, and assisting monsters",1.0,"Combat feels rich by combining character, weapon, and monster systems; auto early",,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Lots of free items; frequent SSR pulls compared to other games,,,,,,,,,Initial login stutter; pixel presentation could be sharper; unsure how to rename
46833824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Story decent and designs okay; requests one-click sweep because stamina is time-consuming
46833651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46833638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe bugs: post-crash rollback removed unlocked functions and settings; tasks demand equipping but features got rolled back
46833500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crashes when rolling; team swap in dungeon doesn’t swap MC weapon/job; uneven gacha outcomes between attributes; low drop rate for MC breakthrough certificates; requests sweep/speed; buff descriptions unclear
46833412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Veteran GBF player suggests auto multi-battle and sweep for material stages to fit modern time constraints
44473088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fixed-center joystick doesn’t follow finger; requires large thumb movement; uninstalled
46832919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boring gameplay; gacha lacks skip for animation
46832792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cannot log in via Wi-Fi, only mobile data; concerned about launch server stability"
46825423,,,,,,,,,,,,,-2.0,"Team-building is attribute-locked; skills and assists target same-attribute allies, encouraging pure-color teams",,,,,,,,,True,30-pull pity yields one gold/SSR (mixed pool with weapons and monsters; not necessarily UP),,,,,-1.0,Mixed pool and attribute-locked teams require dupes and building four teams,2.0,"Mail gave ~10,000 diamonds during test; 100 pulls yielded multiple SSRs",,,,,,,,,Characters come with their exclusive weapon; caps broken via dungeon; weapon/monster dupes needed; low UP rate in mixed pool
46832540,,,"Turn-based GBF-like: queue skills/pet skills/ultimate, then auto attacks; long skill CDs; damage cap; simple chain presentation",-1.0,"Underwhelming presentation (chain as an image), damage cap, long CDs; grindy feel",Elemental attributes (fire/water/earth/wind) with mutual counters; 6-person teams; weapon/monster synergies,1.0,"Multiple synergies across elements, weapons, and monsters imply moderate tactical depth",,,,,,,Idle tower by attribute that generates resources per hour,False,1.0,Straightforward idle/tower accrual,,,,,,,,,,,,,,,,,,,,,,,High build demand (many chars/weapons/monsters across attributes); weapon upgrades with success chance; grind-heavy
46832524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46832432,,,"Turn-based with customizable skill order (buffs first, attacks later)",-1.0,"Skill-order system is nice but buggy (icons vanish, skills fail) and very time-consuming; no battle skip",Customizable skill timeline; attribute purity for future meta,1.0,Skill-order customization adds tactical choices despite bugs,,,,,,,Attribute-based tower idle; long auto runs without skip,,-1.0,Tower/auto runs consume time and cause device heat without skips,,,,,True,30-pull pity; mixed pool; monsters hard to pull,,,,,,,,,,,,,,,,,"Poor joystick feel; coarse map; wants detailed mini-maps and fish list; many bugs (crashes, repeated gacha animation, avatar resets to MC, display issues); pesky NEW tags; suggests syncing MC job levels; needs detailed buff tooltips"
46832312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asks for portrait/landscape toggle; otherwise praises gameplay, art, and story"
46832212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPC dialogs have humor and details; writing praised
46831926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests sweep for cleared stages; grinding XP/materials is too time-consuming
46831894,,,,,,,,,,,,,-1.0,Team composition constrained by attributes; lacks flexibility,,,,,,,,,,,,,,,,,,,,,,,,,,,
46831644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Octopath art vibe and GBF feel; solid quality; could be a niche evergreen if details are polished
46831433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Support runs don’t consume stamina in test (only energy), enabling infinite material farm; unsure for launch"
46831425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suggests limiting weapon loadout per character (1–2) as current multi-weapon system feels odd
46831294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Many bugs; stuck at meteor shower; needed new phone number; still optimistic
46831284,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,"Raising all-attribute teams requires massive resources, impractical for non-payers",-2.0,Full basic endgame teams across attributes estimated to cost extremely high (claims seven-figure RMB),,,,,,,,,,,Severe lag; optimization poor; attribute-locked team building multiplies resource costs
46831204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46831184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBF-like and enjoyable; story currently thin
46831126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Server issues; draggy story with clichéd Western fantasy; pretty art but ugly/confusing UI; combat stuck between retro manual and auto—needs speed/sweep/AFK; MMO map with many players feels pointless; overall lacks innovation and modern pacing
46830964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feels like an idle game; suggests learning from Octopath Traveler
46830379,,,,,,,,,,,,,,,,,,,,,1.0,Operators responsive about fixing bugs,,,,,,,,,1.0,Good welfare in test,,,,,,,,,Chinese GBF-like; requests bug fixes before launch
46830124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Welfare better than GBF; auto is smart,,,,,,,,,Needs server optimization and better auto settings; requests boss HP thresholds/special move markers; positive operator attitude
46830074,,,,,,,,,,,,,,,,,,,,,2.0,Visible overtime bug-fixing and frequent dev interactions,,,,,,,,,,,,,,,,,,,
46824270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,"Very generous (10,000 crystals) if maintained at launch",,,,,,,,,
46829954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Improved completion vs earlier tests; still needs performance optimization; requests clickable buff detail tooltips; more pixel character cutscene staging
46826385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Octopath-like art very close; points off for unstable servers and confusing gacha design
46829857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46829669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UI uncomfortable; wants customizable joystick position; chat as small icon; collapsible menus
46829533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good core gameplay but visuals coarse and many bugs
46829462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only female protagonist; network unstable
46829446,,,,,,,,,,,,,,,,,,,,,,,True,30 pulls guarantee a gold/SSR; exact rates unclear,,,,,,,,,,,,,,,,,
46829420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Card pool odd: pity resets on permanent SSR; low UP rate
46829364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Image quality too blurry; pixel resolution seems low
46829245,,,,,,,,,-1.0,Main story pacing slow to unlock new modes; rest is idle material grind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pretty visuals but boring loop; little exploration desire
46829146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannot switch to landscape
46829020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Got stuck after relogging; could only wander town
46828890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GBF-like; many bugs and frequent crashes; hopes for improvement at launch
46828767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Promo shows landscape but game is portrait; portrait reduces visual impact; account disappeared after first exit; early dialogue writing criticized
46828762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good operator attitude but weak technical execution
46828725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many bugs: party screen black, main UI functions locked; core game is promising but needs fixes"
46828639,,,,,,Attribute-locked team building,-2.0,Fixed-attribute comps make strategy feel absent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beautiful art and okay story; gameplay repetitive
46828587,True,"Sexual/romantic themes concern (forced female MC, fear of yuri/boyfriend-centric plots)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forced female protagonist raises concern about romance direction
46828405,,,,,,,,,,,,,,,,,,,,,,,False,N/A,,,,,,,,,,,,,,,,,Claims no pity; character and pet share one pool; mentions AI-generated art
46828394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dismissed as a reskinned ‘Legend’; advises pixel-art fans to skip
46828364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Positive first impression; Octopath-like art style
46828300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Must re-login every launch; frequent disconnects; main quest area locked despite level 1; frustrated user experience
46826374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Login black screen with only music; reinstalling and multiple retries eventually worked
46828092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playable and likeable pixel style; major issues: freezes and black screens
46809135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"HD-2D used mostly for maps/sprites; UI and item screens feel like generic MMO, causing tonal dissonance; character portraits lack Octopath/GBF quality"
46827338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black screen after login with only BGM; many users affected
46827337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calls it an obvious GBF copy
46827296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forces login every time; repeated phone registration prompts
46827086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stuck on a persistent popup; downtime/lockout much longer than the 'short time' stated.
46827073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Can't enter game; always shows 'no network connection'; technical/servers need polish.
46826719,,,Party-based turn-based combat similar to GBF (Granblue Fantasy).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Server overload; cannot log in.
46826418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likes art and music; requests dedicated gacha/BOSS phase music; red-dot UX is inconvenient; cannot quickly switch characters/weapons.
46823494,,,Traditional turn-based battles.,-2.0,Calls turn-based 'the same old' and not fun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No voiceover; UI looks like a reskinned web game; poor optimization; weak VFX.
46826198,,,,,,,,,-1.0,Replaying cleared nodes without a sweep option wastes time in a stamina-driven grinder.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests sweep for cleared stages.
46824528,,,,,,,,,-1.0,"Expects very grindy loops (endless dungeon runs), no battle speed-up.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Text quality/immersion issues; wants battle 2x speed, faster tower/challenges, better minimap; formation UI shows 'in use' across all teams; option to hide other players; side quests; multi-line dialogues."
46826108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60 FPS setting not taking effect.
46826030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46825898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Server instability/rollbacks; purchases/progress lost after a rollback.
46825773,,,Turn-based battles; feels repetitive; has auto pathing issues.,-1.0,Combat feels 'the same' and boring.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frequent disconnects; vertical-only; wants gender choice; auto-navigation unreliable; UI feels like mini-game.
46825851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No landscape mode; 60 FPS not applied (possible bug).
46825824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Server quality issues; requests better servers.
46825791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Disconnected after naming; then unable to enter despite normal network.
46825708,,,Turn-based with long fights and no battle speed-up; disconnects drop you from combat without reconnection.,-1.0,"Battles are slow, lack speed-up, and network blips force exits.",Attribute teams matter; weapon slot effects unclear; desires multi-attribute synergy.,-1.0,Limited synergy and unclear weapon-slot rules; single-attribute focus.,-1.0,"Design feels aimed at delaying progression (e.g., mob avoidance timers, slow loops).",-2.0,Large damage gap between SR and SSR at same level.,-1.0,Single-attribute meta reduces team-mix options.,,,,,,,,,,,,,,,,,,,,,,,,,,,Frequent crashes; no reconnection; joystick too high; can't hide activity panel; weak chest/interaction cues; boss room entry unclear; needs auto-match; inventory UX (exp tickets filtering) is tedious.
46825665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stuck on 'enter game'; inputs unresponsive.
46825605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,"Says diamonds are plentiful, but many things require gacha; progress/upgrade guidance unclear.",,,,,,,,,Clunky UI; forced social 30-man boss rooms with ready griefing; frequent freezes/network drops.
46825580,,,,,,,,,-1.0,Daily material dungeons cannot be swept; skip only jumps one round; very time-wastey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests sweep for dailies.
46825565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Disconnected during a long tower fight, losing progress/time."
46825545,,,,-1.0,Gameplay feels bland and lacks novelty beyond pixel art.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46817278,,,Old-style turn-based gameplay.,-1.0,Considers the gameplay outdated.,Weapon roster and pairing feel poor.,-1.0,Complaints about limited/unsatisfying weapon choices and combos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visual clarity issues; screen is harsh and hard to read.
46825352,,,Octopath-like visuals with GBF-like gameplay (raids/weapon grid).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes for optimization and solid operations; many similar pixel games shut down.
46825329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46825218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joystick sensitivity awkward on vertical; chat channels need separation; wants auto-path/auto-farm.
46825053,,,"Turn-based, card/weapon-collecting meta with shallow co-op.",-1.0,Feels like traditional card-battle with limited co-op depth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multiple login prompts/forced re-login; co-op ready griefing without kicks or password; poor network; movement lag; persistent red-dot notifications; guild features feel useless; world-boss-like asynchronous combat not truly co-op.
46825104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs richer SFX/music; red-dot UX; minimap cannot expand; monster designs rough; movement feels slippery/rotates.
46825025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46824983,,,,,,,,,,,,,,,,,,,,,,,True,Character banner guarantees an SSR at 30 pulls.,,,,,,,,,,,,,,,,,Vertical-only movement feels bad; no landscape toggle; skills lack clear explanations; concerns about future resource scarcity and unit value.
46824943,,,Traditional turn-based PvE with attribute teams and co-op bosses.,,,,,,,,,,,,,,,,,,1.0,Notes very active official communication/operations.,,,,,1.0,Believes grinding can substitute for spending to access content.,,,,,,,,,,,,,Wants landscape mode; suggests more social interactions in town.
46824851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Gacha introduction breaks narrative mood; prefers buy-to-play model.,,,,,,,,,,,
46824826,,,GBF-like raid-and-grid gameplay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46824669,,,Traditional turn-based with fixed skill sets per character.,,,,-1.0,Wants more complexity; current system is simple/light.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests a minimalist UI mode and ability to hide other players.
46824638,,,,,,,,,-1.0,Cleared content cannot be swept; repetitive re-runs are tedious.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests sweep for repeatable content.
46824629,,,,,,,,,-1.0,GBF-style grind across six attributes is exhausting; low population would make it worse.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reduce grind; more attributes than expected (6).
46824626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Multiple freezes; crowd animations (players shaking heads) are distracting.
46824335,,,,,,,,,-1.0,Main story and dungeon difficulties are day-gated; heavy reliance on daily co-op.,,,,,Co-op raid farming loop to obtain SSR beasts/weapons.,False,,,,,,,,,,,,,,,,,,,,,,,,,Feels like a raid-only game; limited variety.
46824250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joystick placed near screen center; very awkward to control.
46824163,,,Turn-based PvE with lengthy fights.,-1.0,Battle duration too long; wants dungeon multi-run and tower speed-up.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests more challenge events.
46823964,,,Octopath-style look with GBF-like weapon-grid combat.,,,Weapon grid is too uniform (one core weapon per element).,-1.0,Single viable weapon choice per element reduces build decisions.,,,,,,,Alchemy loop to craft BP/AP items by running around and gathering.,False,-1.0,Alchemy grind is tedious and time-consuming.,-1.0,"Despite effort, the payoff feels poor compared to GBF.",,,,,,,,,,,,,,,,,,,,,Skill icons/effects feel cheap; 60 vs 30 FPS feels the same; noticeable stutter.
46823876,,,,,,,,,-1.0,Tower is slow with no skip; cleared dungeons lack sweep.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests skip/sweep.
46823869,,,,-1.0,Constant fighting becomes boring despite liking the art/lighting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46815980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protagonist is locked female; lack of gender choice hurts immersion.
46823605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe overheating and stutter even on lowest settings.
46823576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crashed at the gacha screen despite good art.
46823457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46823440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46823313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harsh transition animations causing stutter even at 60 FPS; no voiceover; skill/login UI feels cheap; no landscape adaptation for domestic market.
46823306,,,"Turn-based battles with touch-to-start, simple animations.",,,"6-unit teams, 10+ weapons, 5 pets; same-element bonuses; multi-element team building likely required.",1.0,Many systems and element synergies add planning depth but also complexity.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female-protagonist locked criticized; joystick centered and unmovable; delay from contact to battle start.
46823238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Co-op rooms often stalled by players not ready; needs redesign.
46823148,,,Auto-battle without speed-up.,-2.0,Feels like a pure gacha auto-battler that undermines RPG appeal.,,,,,,,,,,,,,,,,,,,,,,,,-2.0,Monetization-centric design ('pure gacha') feels heavy and off-putting.,,,,,,,,,,,
46822967,,,Turn-based combat.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suspected AI-assist in art; severe stutter despite no heat on high-end device; early tutorial already off-putting.
46822909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wants richer overworld interactions (pets/NPC affinity, bounties); fishing input timing feels too coarse."
46822805,,,,,,"Weapons give teamwide stats but passives only apply to same-element units, raising pairing costs.",-1.0,Attribute-locked weapon passives restrict flexible team-building.,,,,,,,,,,,,,,,True,30 pulls guarantee an SSR; limited UP banners can off-rate; one pull costs 100 gems (~¥10).,,,,,,,,,,,,,,,,,Severe lag/overheating; stutter during dialogue/movement/battles; wants hideable event/UP panels.
46822613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46822479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43488420,,,,,,,,,,,,,,,,,,,,,,,True,Likely a 200-pull 'spark' to target a unit; large mixed pool causes frequent off-rate.,,,,,,,,,,,,,,,,,Requests guides/team recommendations; co-op rooms lack password/limits; someone can take your slot; occasional network reconnects.
46822345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks how to enable landscape mode.
44917070,,,,,,,,,-1.0,Stamina limits and time-padding replace content; performance stutter persists.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not a satisfying 'looter' due to energy gating; frequent hitching.
46822336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Praises locked female MC; night/day transitions are abrupt; general stutter issues.
46822023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Early dialogue feels off-tone (NPC tells MC to 'get lost'); worldbuilding/role hierarchy feels weak.
46821945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Perceives it as a gacha- and recharge-driven online game under a single-player pixel facade.,,,,,,,,,,,
46821906,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,Many bugs; UP banner lacks specific pity; wants landscape mode and movable joystick.
46821814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forced exit mid-fight due to 'battle exception'; co-op readying frequently blocked by cancellations.
46821542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46821284,,,Turn-based auto-battle; slow without speed multipliers.,-1.0,Needs 2x/4x speed; fights feel sluggish.,,,,-1.0,No sweep; co-op waits for many players to ready.,,,,,,,,,,,,,True,No per-pull pity; only a 'spark' exchange with four limited units sharing a banner.,,,,,,,,,,,,,,,,,Joystick can't be repositioned; heavy heating; job change doesn't inherit levels.
46821148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Mixed pool off-rates often and free resources feel scarce.,,,,,,,,,Frustration with constant off-rates.
46820628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NPC dialogue is entertaining.
46820571,,,,2.0,Finds the loot-grind very fun; vertical 'moyu' play is convenient; music/effects decent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46820456,,,,,,,,,,,,,,,Exploration to collect junk items and alchemize them into stamina potions.,False,,,2.0,Alchemy refills stamina so progression isn't energy-gated.,,,True,30 pulls guarantee an SSR; no constellations/dupe system for characters.,1.0,100 gems per pull and abundant free income (100+ limited pulls day 1) feel fair.,,,,,2.0,"Day 1 rewards from dailies/weeklies/achievements gave 150+ pulls (100+ limited, ~50 standard).",,,,,,,,,No landscape; experience-book dungeon can't multi-run; co-op ready confirmation stalls runs; occasional crashes during purchase/single-pull.
46820244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Overlong, restrictive tutorial auto-run; UI locked during auto-path."
46820189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UP banner feels meaningless after three SSR off-rates.
45005769,,,,,,,,,-1.0,Cleared solo stages lack skip (only per-turn skip); co-op has no skip; time-consuming.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minor battle stutter; 60 FPS helps; no character dupe system but weapons have star ranks.
46820171,,,,,,,,,-1.0,No sweep or multi-run; manual grinding despite many tests; low drop rates stretch playtime.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art/illustration quality mismatch; hard-stalling via low material drops.
46820051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 FPS feels smoother than 60 FPS.
46820022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests character side stories; item art style mismatch with main art; wants guaranteed paths for summons and better BP acquisition.
46819957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vertical mode causes eye fatigue; heavy stutter.
46819877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gameplay heavily focused on battles; limited story/exploration/collection.
46819835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannot choose protagonist gender.
46819803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loves art; would consider spending if other aspects are optimized.
46819785,,,Turn-based with minions/companions and gacha elements.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46819731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46819713,,,,-1.0,"Aside from visuals, nothing stands out.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46819708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannot find landscape/portrait toggle; settings only offer audio/graphics.
46819607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accuses AI-assisted map pathing and asset plagiarism (similar to Honkai: Star Rail ticket texture).
46819524,,,Auto-centric combat.,,,,-1.0,Says there's little strategy; spending dictates power.,,,,,,,,,,,,,,,,,,,,,-1.0,Perceived pay-to-win tilt.,,,,,,,,,,,
46819486,,,GBF-like gameplay loop.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bugs present but acceptable to the reviewer.
46819470,,,,,,Skill tree with free allocation; permanent stat gains via shard collection.,1.0,"Multiple growth layers (skills, shards) add planning without heavy constraints.",1.0,Smooth growth with flexible skill tree and shard-based permanent stats.,,,,,,,,,,,,,,,,,1.0,New-player friendly progression and generous rewards reduce need to pay.,,,2.0,Very generous: easy to reach 200 pulls; story grants 3 SSR for fire; materials/tower not gatey.,,,,,,,,,
46819386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loves the map art; requests a full-time landscape mode.
46819377,,,,-1.0,Hit SFX and skill VFX feel rough and unsatisfying.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art/style is fine; lacks a landscape mode option.
46819346,,,,,,Flexible skill tree; free build customization.,1.0,Skill tree allows自由 allocation and varied builds.,1.0,Generous resources and moderate material dungeon difficulty avoid progress gating.,,,,,Farm material dungeons and progress story to unlock resources.,,1.0,Material runs are straightforward and solo-friendly.,1.0,Diamonds easy to save; story grants 3 Fire SSRs; material drops adequate.,,,,,,,1.0,Solo play handles material stages well; free SSRs help new players push.,1.0,Test economy is generous; little pressure felt.,2.0,Diamonds easy to get; story gifts three Fire SSRs.,,,,,,,,,Small bugs/optimization issues but acceptable for a small studio test.
